"Cycle","time","Iso","Sr88","Time","Microns","Fish_id","Watershed","Year","Iso_MA","Sr88_MA","Sr88_MA_Gradient","natal_microns_start","natal_microns_end","marine_start","natal_origin_iso"
1,0.524,0.709114,1.168715,0.524,1.048,"2011_nk_120","Nush",2011,NA,NA,NA,772.410611884785,895.588639809028,1251.312,0.708329512820513
2,1.048,0.708417,1.202666,1.048,2.096,"2011_nk_120","Nush",2011,NA,NA,NA,772.410611884785,895.588639809028,1251.312,0.708329512820513
3,1.572,0.707301,1.191643,1.572,3.144,"2011_nk_120","Nush",2011,NA,NA,NA,772.410611884785,895.588639809028,1251.312,0.708329512820513
4,2.096,0.708907,1.184805,2.096,4.192,"2011_nk_120","Nush",2011,NA,NA,NA,772.410611884785,895.588639809028,1251.312,0.708329512820513
5,2.62,0.708852,1.163514,2.62,5.24,"2011_nk_120","Nush",2011,NA,NA,NA,772.410611884785,895.588639809028,1251.312,0.708329512820513
6,3.144,0.707291,1.148138,3.144,6.288,"2011_nk_120","Nush",2011,NA,NA,NA,772.410611884785,895.588639809028,1251.312,0.708329512820513
7,3.668,0.708277,1.162808,3.668,7.336,"2011_nk_120","Nush",2011,NA,NA,NA,772.410611884785,895.588639809028,1251.312,0.708329512820513
8,4.192,0.707467,1.161836,4.192,8.384,"2011_nk_120","Nush",2011,NA,NA,NA,772.410611884785,895.588639809028,1251.312,0.708329512820513
9,4.716,0.707209,1.154411,4.716,9.432,"2011_nk_120","Nush",2011,NA,NA,NA,772.410611884785,895.588639809028,1251.312,0.708329512820513
10,5.24,0.709445,1.134904,5.24,10.48,"2011_nk_120","Nush",2011,NA,NA,NA,772.410611884785,895.588639809028,1251.312,0.708329512820513
11,5.764,0.70878,1.123821,5.764,11.528,"2011_nk_120","Nush",2011,NA,NA,NA,772.410611884785,895.588639809028,1251.312,0.708329512820513
12,6.288,0.708174,1.11112,6.288,12.576,"2011_nk_120","Nush",2011,NA,NA,NA,772.410611884785,895.588639809028,1251.312,0.708329512820513
13,6.812,0.707724,1.122846,6.812,13.624,"2011_nk_120","Nush",2011,NA,NA,NA,772.410611884785,895.588639809028,1251.312,0.708329512820513
14,7.336,0.70841,1.137071,7.336,14.672,"2011_nk_120","Nush",2011,NA,NA,NA,772.410611884785,895.588639809028,1251.312,0.708329512820513
15,7.86,0.70788,1.142707,7.86,15.72,"2011_nk_120","Nush",2011,NA,NA,NA,772.410611884785,895.588639809028,1251.312,0.708329512820513
