"Cycle","Time","Iso","Sr88","Fish_id","Watershed","Year","Microns","Iso_MA","Sr88_MA","Sr88_MA_Gradient","natal_microns_start","natal_microns_end","marine_start","natal_origin_iso"
61,31.964,0.710959648041012,0.330499172902551,"2015_yk_068a","Yukon",2015,63.928,NA,NA,NA,218.923802909707,429.905182759484,1081.536,0.712715129856829
62,32.488,0.715058094451062,0.483422203739358,"2015_yk_068a","Yukon",2015,64.976,NA,NA,NA,218.923802909707,429.905182759484,1081.536,0.712715129856829
63,33.012,0.713826005656184,0.509951648579161,"2015_yk_068a","Yukon",2015,66.024,NA,NA,NA,218.923802909707,429.905182759484,1081.536,0.712715129856829
64,33.536,0.712522256813801,0.493843076047344,"2015_yk_068a","Yukon",2015,67.072,NA,NA,NA,218.923802909707,429.905182759484,1081.536,0.712715129856829
65,34.06,0.713874019412389,0.468857321541191,"2015_yk_068a","Yukon",2015,68.12,NA,NA,NA,218.923802909707,429.905182759484,1081.536,0.712715129856829
66,34.584,0.714397328087956,0.447761218359128,"2015_yk_068a","Yukon",2015,69.168,NA,NA,NA,218.923802909707,429.905182759484,1081.536,0.712715129856829
67,35.108,0.712861264336182,0.446821911694256,"2015_yk_068a","Yukon",2015,70.216,NA,NA,NA,218.923802909707,429.905182759484,1081.536,0.712715129856829
68,35.632,0.70988463514382,0.451395307213246,"2015_yk_068a","Yukon",2015,71.264,NA,NA,NA,218.923802909707,429.905182759484,1081.536,0.712715129856829
69,36.156,0.712024038312695,0.446375581505434,"2015_yk_068a","Yukon",2015,72.312,NA,NA,NA,218.923802909707,429.905182759484,1081.536,0.712715129856829
70,36.68,0.714333367006358,0.451604631451153,"2015_yk_068a","Yukon",2015,73.36,NA,NA,NA,218.923802909707,429.905182759484,1081.536,0.712715129856829
71,37.204,0.710886227566028,0.43686926513794,"2015_yk_068a","Yukon",2015,74.408,NA,NA,NA,218.923802909707,429.905182759484,1081.536,0.712715129856829
72,37.728,0.710478416627249,0.426839956227199,"2015_yk_068a","Yukon",2015,75.456,NA,NA,NA,218.923802909707,429.905182759484,1081.536,0.712715129856829
73,38.252,0.71333905100706,0.440920030785794,"2015_yk_068a","Yukon",2015,76.504,NA,NA,NA,218.923802909707,429.905182759484,1081.536,0.712715129856829
74,38.776,0.711108137441883,0.445457624462448,"2015_yk_068a","Yukon",2015,77.552,NA,NA,NA,218.923802909707,429.905182759484,1081.536,0.712715129856829
75,39.3,0.709158143403186,0.438404575148359,"2015_yk_068a","Yukon",2015,78.6,NA,NA,NA,218.923802909707,429.905182759484,1081.536,0.712715129856829
76,39.824,0.710989884216379,0.42964643792232,"2015_yk_068a","Yukon",2015,79.648,NA,NA,NA,218.923802909707,429.905182759484,1081.536,0.712715129856829
77,40.348,0.710476619580574,0.436161291464225,"2015_yk_068a","Yukon",2015,80.696,NA,NA,NA,218.923802909707,429.905182759484,1081.536,0.712715129856829
78,40.872,0.713856910898455,0.430838386322867,"2015_yk_068a","Yukon",2015,81.744,NA,NA,NA,218.923802909707,429.905182759484,1081.536,0.712715129856829
79,41.396,0.712013811683534,0.427145393352796,"2015_yk_068a","Yukon",2015,82.792,NA,NA,NA,218.923802909707,429.905182759484,1081.536,0.712715129856829
80,41.92,0.713874909745032,0.43007438031025,"2015_yk_068a","Yukon",2015,83.84,NA,NA,NA,218.923802909707,429.905182759484,1081.536,0.712715129856829
81,42.444,0.70897341313223,0.433034311845671,"2015_yk_068a","Yukon",2015,84.888,NA,NA,NA,218.923802909707,429.905182759484,1081.536,0.712715129856829
