Cycle,Sr88,Iso,Time,Microns,Fish_id,Watershed,Year
22,0.446327469953573,0.707571623688011,11.528,23.056,2015_nk_013_2,Nush,2015
23,0.889087067321072,0.708118617165304,12.052,24.104,2015_nk_013_2,Nush,2015
24,0.997906950590798,0.709403389077525,12.576,25.152,2015_nk_013_2,Nush,2015
25,1.04486413642685,0.708294040965131,13.100000000000001,26.200000000000003,2015_nk_013_2,Nush,2015
26,1.02937795403589,0.708441114938361,13.624,27.248,2015_nk_013_2,Nush,2015
27,1.01370783129134,0.708060017512259,14.148,28.296,2015_nk_013_2,Nush,2015
28,1.00396685880257,0.707104921094934,14.672,29.344,2015_nk_013_2,Nush,2015
29,0.997804468943208,0.707639031875448,15.196000000000002,30.392000000000003,2015_nk_013_2,Nush,2015
30,0.979460704664817,0.707494769588729,15.72,31.44,2015_nk_013_2,Nush,2015
31,0.964321981048813,0.709705160058187,16.244,32.488,2015_nk_013_2,Nush,2015
32,0.951100102365864,0.707405147856531,16.768,33.536,2015_nk_013_2,Nush,2015
33,0.950029783610157,0.707166431460905,17.292,34.584,2015_nk_013_2,Nush,2015
34,0.93579002756128,0.707061834695979,17.816000000000003,35.632000000000005,2015_nk_013_2,Nush,2015
35,0.915336918881352,0.708750665042826,18.34,36.68,2015_nk_013_2,Nush,2015
36,0.899472262486182,0.708293002521158,18.864,37.728,2015_nk_013_2,Nush,2015
37,0.893684906359759,0.708494190425585,19.388,38.776,2015_nk_013_2,Nush,2015
38,0.892081028836361,0.708909804940724,19.912,39.824,2015_nk_013_2,Nush,2015
39,0.872882265274112,0.707593010250128,20.436,40.872,2015_nk_013_2,Nush,2015
40,0.868948767473533,0.707543563123475,20.96,41.92,2015_nk_013_2,Nush,2015
41,0.854150507768685,0.707486808123438,21.484,42.968,2015_nk_013_2,Nush,2015
42,0.843130389114968,0.708517291672488,22.008000000000003,44.016000000000005,2015_nk_013_2,Nush,2015
43,0.841075937034474,0.708377900818521,22.532000000000004,45.06400000000001,2015_nk_013_2,Nush,2015
44,0.835591203044495,0.706850182641851,23.056,46.112,2015_nk_013_2,Nush,2015
45,0.82875458530784,0.707368649259205,23.58,47.16,2015_nk_013_2,Nush,2015
46,0.839085798440207,0.708546035463356,24.104,48.208,2015_nk_013_2,Nush,2015
47,0.827910325629796,0.70850125480395,24.628,49.256,2015_nk_013_2,Nush,2015
48,0.836592313780702,0.710390474302347,25.152,50.304,2015_nk_013_2,Nush,2015
49,0.82544425329255,0.708327379693721,25.676000000000002,51.352000000000004,2015_nk_013_2,Nush,2015
50,0.832025233611034,0.708276312078814,26.200000000000003,52.400000000000006,2015_nk_013_2,Nush,2015
51,0.821404402024821,0.708317146211987,26.724000000000004,53.44800000000001,2015_nk_013_2,Nush,2015
